Country,League,season,date,B365H,B365D,B365A
England,England Premier League,2008/2009,2008-08-17 00:00:00,1.29,5.5,11.0
England,England Premier League,2008/2009,2008-08-16 00:00:00,1.2,6.5,15.0
England,England Premier League,2008/2009,2008-08-16 00:00:00,5.5,3.6,1.67
England,England Premier League,2008/2009,2008-08-16 00:00:00,1.91,3.4,4.2
England,England Premier League,2008/2009,2008-08-17 00:00:00,1.91,3.4,4.33
England,England Premier League,2008/2009,2008-08-16 00:00:00,2.0,3.3,4.0
England,England Premier League,2008/2009,2008-08-16 00:00:00,3.2,3.4,2.25
England,England Premier League,2008/2009,2008-08-16 00:00:00,1.83,3.5,4.5
England,England Premier League,2008/2009,2008-08-16 00:00:00,2.6,3.2,2.8
England,England Premier League,2008/2009,2008-08-17 00:00:00,1.33,5.0,10.0
England,England Premier League,2008/2009,2008-10-29 00:00:00,1.2,6.0,19.0
England,England Premier League,2008/2009,2008-10-29 00:00:00,1.44,4.5,7.5
England,England Premier League,2008/2009,2008-10-29 00:00:00,2.88,3.3,2.5
England,England Premier League,2008/2009,2008-10-29 00:00:00,2.6,3.3,2.75
England,England Premier League,2008/2009,2008-10-29 00:00:00,8.0,4.33,1.44
England,England Premier League,2008/2009,2008-10-29 00:00:00,2.6,3.3,2.75
England,England Premier League,2008/2009,2008-10-29 00:00:00,1.33,5.0,10.0
England,England Premier League,2008/2009,2008-10-29 00:00:00,1.67,3.75,5.5
England,England Premier League,2008/2009,2008-10-28 00:00:00,1.83,3.5,4.5
England,England Premier League,2008/2009,2008-10-29 00:00:00,2.38,3.3,3.0
England,England Premier League,2008/2009,2008-11-01 00:00:00,1.17,7.0,17.0
England,England Premier League,2008/2009,2008-11-01 00:00:00,3.5,3.3,2.1
England,England Premier League,2008/2009,2008-11-01 00:00:00,1.67,3.75,5.5
England,England Premier League,2008/2009,2008-11-01 00:00:00,2.0,3.3,4.0
England,England Premier League,2008/2009,2008-11-03 00:00:00,3.0,3.3,2.38
England,England Premier League,2008/2009,2008-11-02 00:00:00,3.0,3.3,2.38
England,England Premier League,2008/2009,2008-11-01 00:00:00,2.5,3.3,2.88
England,England Premier League,2008/2009,2008-11-01 00:00:00,1.91,3.4,4.2
England,England Premier League,2008/2009,2008-11-01 00:00:00,8.0,4.5,1.4
England,England Premier League,2008/2009,2008-11-01 00:00:00,1.17,6.5,21.0
England,England Premier League,2008/2009,2008-11-08 00:00:00,3.25,3.25,2.3
England,England Premier League,2008/2009,2008-11-08 00:00:00,1.2,6.0,19.0
England,England Premier League,2008/2009,2008-11-08 00:00:00,2.38,3.3,3.0
England,England Premier League,2008/2009,2008-11-08 00:00:00,2.6,3.25,2.8
England,England Premier League,2008/2009,2008-11-09 00:00:00,1.7,3.8,5.0
England,England Premier League,2008/2009,2008-11-09 00:00:00,2.25,3.3,3.3
England,England Premier League,2008/2009,2008-11-09 00:00:00,8.0,4.33,1.44
England,England Premier League,2008/2009,2008-11-09 00:00:00,2.38,3.25,3.1
England,England Premier League,2008/2009,2008-11-08 00:00:00,2.25,3.25,3.4
England,England Premier League,2008/2009,2008-11-08 00:00:00,1.8,3.4,5.0
England,England Premier League,2008/2009,2008-11-15 00:00:00,1.14,7.5,23.0
England,England Premier League,2008/2009,2008-11-15 00:00:00,1.5,4.0,7.0
England,England Premier League,2008/2009,2008-11-15 00:00:00,2.5,3.25,2.88
England,England Premier League,2008/2009,2008-11-16 00:00:00,1.83,3.5,4.5
England,England Premier League,2008/2009,2008-11-15 00:00:00,2.1,3.3,3.6
England,England Premier League,2008/2009,2008-11-15 00:00:00,2.0,3.4,3.8
England,England Premier League,2008/2009,2008-11-15 00:00:00,3.3,3.3,2.25
England,England Premier League,2008/2009,2008-11-15 00:00:00,6.0,3.75,1.62
England,England Premier League,2008/2009,2008-11-15 00:00:00,12.0,5.0,1.3
England,England Premier League,2008/2009,2008-11-16 00:00:00,2.88,3.25,2.5
England,England Premier League,2008/2009,2008-11-22 00:00:00,1.25,5.5,15.0
England,England Premier League,2008/2009,2008-11-23 00:00:00,2.1,3.4,3.5
England,England Premier League,2008/2009,2008-11-23 00:00:00,1.73,3.75,4.75
England,England Premier League,2008/2009,2008-11-22 00:00:00,5.0,3.6,1.73
England,England Premier League,2008/2009,2008-11-22 00:00:00,1.91,3.4,4.33
England,England Premier League,2008/2009,2008-11-22 00:00:00,3.25,3.4,2.2
England,England Premier League,2008/2009,2008-11-22 00:00:00,1.8,3.6,4.5
England,England Premier League,2008/2009,2008-11-22 00:00:00,2.2,3.3,3.4
England,England Premier League,2008/2009,2008-11-24 00:00:00,2.5,3.3,2.88
England,England Premier League,2008/2009,2008-11-22 00:00:00,1.2,6.0,19.0
England,England Premier League,2008/2009,2008-12-01 00:00:00,1.3,5.0,12.0
England,England Premier League,2008/2009,2008-11-29 00:00:00,2.25,3.3,3.3
England,England Premier League,2008/2009,2008-11-30 00:00:00,1.91,3.5,4.0
England,England Premier League,2008/2009,2008-11-29 00:00:00,1.57,3.8,6.5
England,England Premier League,2008/2009,2008-11-29 00:00:00,2.2,3.3,3.4
England,England Premier League,2008/2009,2008-11-30 00:00:00,4.33,3.6,1.83
England,England Premier League,2008/2009,2008-11-30 00:00:00,2.1,3.3,3.6
England,England Premier League,2008/2009,2008-11-29 00:00:00,2.4,3.4,2.88
England,England Premier League,2008/2009,2008-11-29 00:00:00,1.73,3.6,5.0
England,England Premier League,2008/2009,2008-11-30 00:00:00,1.8,3.4,5.0
England,England Premier League,2008/2009,2008-12-06 00:00:00,1.14,7.5,23.0
England,England Premier League,2008/2009,2008-12-06 00:00:00,1.33,4.75,11.0
England,England Premier League,2008/2009,2008-12-08 00:00:00,2.75,3.25,2.62
England,England Premier League,2008/2009,2008-12-07 00:00:00,2.62,3.25,2.75
England,England Premier League,2008/2009,2008-12-06 00:00:00,1.8,3.5,4.75
England,England Premier League,2008/2009,2008-12-06 00:00:00,5.5,3.5,1.73
England,England Premier League,2008/2009,2008-12-06 00:00:00,2.6,3.2,2.8
England,England Premier League,2008/2009,2008-12-06 00:00:00,7.0,3.8,1.53
England,England Premier League,2008/2009,2008-12-07 00:00:00,2.62,3.25,2.75
England,England Premier League,2008/2009,2008-12-06 00:00:00,2.38,3.25,3.1
England,England Premier League,2008/2009,2008-12-13 00:00:00,1.33,5.0,10.0
England,England Premier League,2008/2009,2008-12-13 00:00:00,2.0,3.4,3.8
England,England Premier League,2008/2009,2008-12-13 00:00:00,4.5,3.5,1.83
England,England Premier League,2008/2009,2008-12-13 00:00:00,1.67,3.6,5.5
England,England Premier League,2008/2009,2008-12-13 00:00:00,4.5,3.6,1.8
England,England Premier League,2008/2009,2008-12-13 00:00:00,2.0,3.4,3.8
England,England Premier League,2008/2009,2008-12-14 00:00:00,2.05,3.2,3.4
England,England Premier League,2008/2009,2008-12-13 00:00:00,2.5,3.25,2.88
England,England Premier League,2008/2009,2008-12-13 00:00:00,2.1,3.3,3.6
England,England Premier League,2008/2009,2008-12-14 00:00:00,1.25,5.5,15.0
England,England Premier League,2008/2009,2009-01-14 00:00:00,1.2,6.0,15.0
England,England Premier League,2008/2009,2008-12-21 00:00:00,2.4,3.25,3.0
England,England Premier League,2008/2009,2008-12-20 00:00:00,3.0,3.4,2.37
England,England Premier League,2008/2009,2008-12-22 00:00:00,5.0,3.6,1.73
England,England Premier League,2008/2009,2008-12-21 00:00:00,2.37,3.4,3.0
England,England Premier League,2008/2009,2008-12-20 00:00:00,1.83,3.5,4.5
England,England Premier League,2008/2009,2008-12-20 00:00:00,2.2,3.25,3.5
England,England Premier League,2008/2009,2008-12-20 00:00:00,2.2,3.25,3.4
England,England Premier League,2008/2009,2008-12-21 00:00:00,3.25,3.3,2.25
England,England Premier League,2008/2009,2008-12-20 00:00:00,2.1,3.25,3.75
England,England Premier League,2008/2009,2008-12-26 00:00:00,1.33,4.5,12.0
England,England Premier League,2008/2009,2008-12-26 00:00:00,2.25,3.25,3.3
England,England Premier League,2008/2009,2008-12-26 00:00:00,1.72,3.6,5.0
England,England Premier League,2008/2009,2008-12-26 00:00:00,2.5,3.3,2.87
England,England Premier League,2008/2009,2008-12-26 00:00:00,2.5,3.3,2.87
England,England Premier League,2008/2009,2008-12-26 00:00:00,1.8,3.6,4.5
England,England Premier League,2008/2009,2008-12-26 00:00:00,2.2,3.25,3.4
England,England Premier League,2008/2009,2008-12-26 00:00:00,12.0,5.0,1.3
England,England Premier League,2008/2009,2008-12-26 00:00:00,2.25,3.3,3.25
England,England Premier League,2008/2009,2008-12-26 00:00:00,1.14,7.5,21.0
England,England Premier League,2008/2009,2008-08-23 00:00:00,1.36,4.5,10.0
England,England Premier League,2008/2009,2008-08-23 00:00:00,1.5,4.0,7.0
England,England Premier League,2008/2009,2008-08-23 00:00:00,1.8,3.5,4.75
England,England Premier League,2008/2009,2008-08-24 00:00:00,2.3,3.25,3.2
England,England Premier League,2008/2009,2008-08-23 00:00:00,1.57,3.75,7.0
England,England Premier League,2008/2009,2008-08-23 00:00:00,6.5,3.75,1.57
England,England Premier League,2008/2009,2008-08-23 00:00:00,2.88,3.25,2.5
England,England Premier League,2008/2009,2008-08-25 00:00:00,4.8,3.4,1.8
England,England Premier League,2008/2009,2008-08-23 00:00:00,5.0,3.6,1.73
England,England Premier League,2008/2009,2008-08-24 00:00:00,8.5,4.5,1.4
England,England Premier League,2008/2009,2008-12-29 00:00:00,1.2,6.5,19.0
England,England Premier League,2008/2009,2008-12-28 00:00:00,1.4,4.5,10.0
England,England Premier League,2008/2009,2008-12-28 00:00:00,1.72,3.6,5.5
England,England Premier League,2008/2009,2008-12-28 00:00:00,1.8,3.6,5.0
England,England Premier League,2008/2009,2008-12-28 00:00:00,5.0,3.6,1.8
England,England Premier League,2008/2009,2008-12-28 00:00:00,2.62,3.3,2.87
England,England Premier League,2008/2009,2008-12-28 00:00:00,6.5,3.75,1.61
England,England Premier League,2008/2009,2008-12-28 00:00:00,2.3,3.25,3.4
England,England Premier League,2008/2009,2008-12-28 00:00:00,3.5,3.4,2.2
England,England Premier League,2008/2009,2008-12-30 00:00:00,4.33,3.6,1.91
England,England Premier League,2008/2009,2009-01-11 00:00:00,2.2,3.2,3.5
England,England Premier League,2008/2009,2009-01-10 00:00:00,1.36,4.33,11.0
England,England Premier League,2008/2009,2009-01-10 00:00:00,1.4,4.33,9.0
England,England Premier League,2008/2009,2009-01-10 00:00:00,1.62,3.75,6.0
England,England Premier League,2008/2009,2009-01-10 00:00:00,2.25,3.2,3.4
England,England Premier League,2008/2009,2009-01-10 00:00:00,2.2,3.3,3.4
England,England Premier League,2008/2009,2009-03-11 00:00:00,2.25,3.2,3.4
England,England Premier League,2008/2009,2009-02-14 00:00:00,2.87,3.25,2.5
England,England Premier League,2008/2009,2009-01-10 00:00:00,10.0,4.5,1.36
England,England Premier League,2008/2009,2009-01-11 00:00:00,2.5,3.25,2.88
England,England Premier League,2008/2009,2009-01-19 00:00:00,1.62,3.75,6.0
England,England Premier League,2008/2009,2009-01-17 00:00:00,3.25,3.25,2.25
England,England Premier League,2008/2009,2009-01-18 00:00:00,1.73,3.6,5.0
England,England Premier League,2008/2009,2009-01-18 00:00:00,2.1,3.3,3.6
England,England Premier League,2008/2009,2009-01-17 00:00:00,2.0,3.4,3.75
England,England Premier League,2008/2009,2009-01-17 00:00:00,2.0,3.4,3.8
England,England Premier League,2008/2009,2009-01-17 00:00:00,8.0,3.8,1.5
England,England Premier League,2008/2009,2009-01-17 00:00:00,2.38,3.3,3.0
England,England Premier League,2008/2009,2009-01-17 00:00:00,5.5,4.0,1.62
England,England Premier League,2008/2009,2009-01-17 00:00:00,1.2,6.5,15.0
England,England Premier League,2008/2009,2009-01-27 00:00:00,2.25,3.3,3.5
England,England Premier League,2008/2009,2009-01-27 00:00:00,1.61,3.8,6.5
England,England Premier League,2008/2009,2009-01-28 00:00:00,1.83,3.6,4.75
England,England Premier League,2008/2009,2009-01-27 00:00:00,10.0,5.0,1.36
England,England Premier League,2008/2009,2009-01-27 00:00:00,3.25,3.4,2.3
England,England Premier League,2008/2009,2009-01-28 00:00:00,5.0,3.5,1.83
England,England Premier League,2008/2009,2009-01-28 00:00:00,3.0,3.3,2.5
England,England Premier League,2008/2009,2009-01-28 00:00:00,1.75,3.75,5.0
England,England Premier League,2008/2009,2009-01-28 00:00:00,2.0,3.25,4.5
England,England Premier League,2008/2009,2009-01-28 00:00:00,1.25,6.0,15.0
England,England Premier League,2008/2009,2009-01-31 00:00:00,1.36,4.5,10.0
England,England Premier League,2008/2009,2009-01-31 00:00:00,1.5,4.2,7.0
England,England Premier League,2008/2009,2009-02-01 00:00:00,2.5,3.1,3.1
England,England Premier League,2008/2009,2009-01-31 00:00:00,1.61,3.7,6.0
England,England Premier League,2008/2009,2009-01-31 00:00:00,2.5,3.3,2.87
England,England Premier League,2008/2009,2009-02-01 00:00:00,2.6,3.2,2.8
England,England Premier League,2008/2009,2009-01-31 00:00:00,2.0,3.3,4.0
England,England Premier League,2008/2009,2009-01-31 00:00:00,2.75,3.3,2.62
England,England Premier League,2008/2009,2009-01-31 00:00:00,2.2,3.2,3.5
England,England Premier League,2008/2009,2009-01-31 00:00:00,3.25,3.3,2.25
England,England Premier League,2008/2009,2009-02-07 00:00:00,1.83,3.5,4.5
England,England Premier League,2008/2009,2009-02-08 00:00:00,3.0,3.3,2.4
England,England Premier League,2008/2009,2009-02-08 00:00:00,6.5,3.75,1.57
England,England Premier League,2008/2009,2009-02-07 00:00:00,1.72,3.4,5.5
England,England Premier League,2008/2009,2009-02-07 00:00:00,1.61,3.75,6.0
England,England Premier League,2008/2009,2009-02-07 00:00:00,2.87,3.3,2.5
England,England Premier League,2008/2009,2009-02-07 00:00:00,2.25,3.3,3.25
England,England Premier League,2008/2009,2009-02-07 00:00:00,5.0,3.3,1.8
England,England Premier League,2008/2009,2009-02-07 00:00:00,2.0,3.4,3.8
England,England Premier League,2008/2009,2009-02-07 00:00:00,1.2,6.0,19.0
England,England Premier League,2008/2009,2009-02-21 00:00:00,1.25,5.5,13.0
England,England Premier League,2008/2009,2009-02-21 00:00:00,1.4,4.33,9.0
England,England Premier League,2008/2009,2009-02-22 00:00:00,1.57,3.75,7.0
England,England Premier League,2008/2009,2009-02-21 00:00:00,3.3,3.3,2.25
England,England Premier League,2008/2009,2009-02-21 00:00:00,2.4,3.25,3.0
England,England Premier League,2008/2009,2009-02-22 00:00:00,2.87,3.25,2.5
England,England Premier League,2008/2009,2009-02-22 00:00:00,1.8,3.5,4.75
England,England Premier League,2008/2009,2009-02-21 00:00:00,2.3,3.3,3.1
England,England Premier League,2008/2009,2009-02-23 00:00:00,3.0,3.3,2.37
England,England Premier League,2008/2009,2009-02-21 00:00:00,2.5,3.25,2.87
England,England Premier League,2008/2009,2009-04-22 00:00:00,1.25,5.5,13.0
England,England Premier League,2008/2009,2009-02-28 00:00:00,1.4,4.33,9.0
England,England Premier League,2008/2009,2009-03-07 00:00:00,2.87,3.3,2.5
England,England Premier League,2008/2009,2009-03-01 00:00:00,2.5,3.25,2.87
England,England Premier League,2008/2009,2009-03-01 00:00:00,1.4,4.0,10.0
England,England Premier League,2008/2009,2009-02-28 00:00:00,1.5,4.0,7.5
England,England Premier League,2008/2009,2009-02-28 00:00:00,5.5,3.5,1.72
England,England Premier League,2008/2009,2009-03-01 00:00:00,2.0,3.3,4.0
England,England Premier League,2008/2009,2009-03-01 00:00:00,2.87,3.25,2.5
England,England Premier League,2008/2009,2009-02-28 00:00:00,1.28,5.0,13.0
England,England Premier League,2008/2009,2009-03-04 00:00:00,1.83,3.5,4.5
England,England Premier League,2008/2009,2009-03-03 00:00:00,6.5,3.75,1.57
England,England Premier League,2008/2009,2009-03-03 00:00:00,6.5,3.75,1.57
England,England Premier League,2008/2009,2009-03-04 00:00:00,2.5,3.25,2.9
England,England Premier League,2008/2009,2009-03-04 00:00:00,2.2,3.3,3.4
England,England Premier League,2008/2009,2009-03-03 00:00:00,1.4,4.33,9.5
England,England Premier League,2008/2009,2009-03-04 00:00:00,7.5,4.0,1.5
England,England Premier League,2008/2009,2009-03-04 00:00:00,2.5,3.3,2.87
England,England Premier League,2008/2009,2009-03-04 00:00:00,2.5,3.25,2.9
England,England Premier League,2008/2009,2009-03-04 00:00:00,1.66,3.6,5.75
England,England Premier League,2008/2009,2009-03-14 00:00:00,1.91,3.3,4.5
England,England Premier League,2008/2009,2009-03-14 00:00:00,1.44,4.33,8.0
England,England Premier League,2008/2009,2009-03-14 00:00:00,2.2,3.2,3.5
England,England Premier League,2008/2009,2009-03-16 00:00:00,1.67,3.6,5.75
England,England Premier League,2008/2009,2009-03-15 00:00:00,2.0,3.3,4.0
England,England Premier League,2008/2009,2009-03-14 00:00:00,1.5,4.0,7.5
England,England Premier League,2008/2009,2009-03-14 00:00:00,2.2,3.2,3.5
England,England Premier League,2008/2009,2009-03-14 00:00:00,2.1,3.25,3.75
England,England Premier League,2008/2009,2009-03-14 00:00:00,2.62,3.25,2.75
England,England Premier League,2008/2009,2009-03-15 00:00:00,1.4,4.5,9.0
England,England Premier League,2008/2009,2009-02-18 00:00:00,1.25,5.5,13.0
England,England Premier League,2008/2009,2008-08-30 00:00:00,1.44,4.0,9.0
England,England Premier League,2008/2009,2008-08-31 00:00:00,2.2,3.3,3.4
England,England Premier League,2008/2009,2008-08-30 00:00:00,2.5,3.25,2.88
England,England Premier League,2008/2009,2008-08-31 00:00:00,3.0,3.25,2.4
England,England Premier League,2008/2009,2008-08-30 00:00:00,2.1,3.3,3.75
England,England Premier League,2008/2009,2008-08-30 00:00:00,1.57,3.6,7.0
England,England Premier League,2008/2009,2008-08-30 00:00:00,1.83,3.5,4.5
England,England Premier League,2008/2009,2008-08-30 00:00:00,2.5,3.25,2.88
England,England Premier League,2008/2009,2008-08-31 00:00:00,1.4,4.33,9.0
England,England Premier League,2008/2009,2009-03-22 00:00:00,1.44,4.2,8.0
England,England Premier League,2008/2009,2009-03-21 00:00:00,4.5,3.5,1.83
England,England Premier League,2008/2009,2009-03-21 00:00:00,5.0,3.6,1.72
England,England Premier League,2008/2009,2009-03-22 00:00:00,1.66,3.6,5.5
England,England Premier League,2008/2009,2009-03-21 00:00:00,1.9,3.4,4.33
England,England Premier League,2008/2009,2009-03-21 00:00:00,8.0,4.2,1.44
England,England Premier League,2008/2009,2009-03-21 00:00:00,2.4,3.3,3.0
England,England Premier League,2008/2009,2009-03-21 00:00:00,2.75,3.2,2.62
England,England Premier League,2008/2009,2009-03-21 00:00:00,2.25,3.3,3.3
England,England Premier League,2008/2009,2009-03-22 00:00:00,1.72,3.6,5.0
England,England Premier League,2008/2009,2009-04-05 00:00:00,1.4,4.33,9.0
England,England Premier League,2008/2009,2009-04-04 00:00:00,1.53,3.75,7.5
England,England Premier League,2008/2009,2009-04-04 00:00:00,2.1,3.2,3.75
England,England Premier League,2008/2009,2009-04-05 00:00:00,1.72,3.4,5.5
England,England Premier League,2008/2009,2009-04-04 00:00:00,5.0,3.6,1.72
England,England Premier League,2008/2009,2009-04-04 00:00:00,2.62,3.25,2.75
England,England Premier League,2008/2009,2009-04-04 00:00:00,6.0,3.75,1.61
England,England Premier League,2008/2009,2009-04-04 00:00:00,2.1,3.3,3.6
England,England Premier League,2008/2009,2009-04-04 00:00:00,2.2,3.25,3.4
England,England Premier League,2008/2009,2009-04-04 00:00:00,2.62,3.25,2.75
England,England Premier League,2008/2009,2009-04-11 00:00:00,1.33,4.75,11.0
England,England Premier League,2008/2009,2009-04-11 00:00:00,7.5,4.0,1.5
England,England Premier League,2008/2009,2009-04-11 00:00:00,1.73,3.5,5.5
England,England Premier League,2008/2009,2009-04-12 00:00:00,2.2,3.25,3.5
England,England Premier League,2008/2009,2009-04-11 00:00:00,2.1,3.3,3.75
England,England Premier League,2008/2009,2009-04-12 00:00:00,1.91,3.4,4.33
England,England Premier League,2008/2009,2009-04-11 00:00:00,1.73,3.5,5.5
England,England Premier League,2008/2009,2009-04-11 00:00:00,2.5,3.25,2.88
England,England Premier League,2008/2009,2009-04-11 00:00:00,5.25,3.5,1.73
England,England Premier League,2008/2009,2009-04-11 00:00:00,1.25,5.5,15.0
England,England Premier League,2008/2009,2009-04-21 00:00:00,1.72,3.6,5.0
England,England Premier League,2008/2009,2009-04-18 00:00:00,1.91,3.4,4.2
England,England Premier League,2008/2009,2009-04-19 00:00:00,1.67,3.6,5.5
England,England Premier League,2008/2009,2009-04-18 00:00:00,1.67,3.6,5.5
England,England Premier League,2008/2009,2009-04-18 00:00:00,2.25,3.25,3.3
England,England Premier League,2008/2009,2009-04-19 00:00:00,1.57,3.8,6.5
England,England Premier League,2008/2009,2009-04-18 00:00:00,2.1,3.3,3.6
England,England Premier League,2008/2009,2009-04-18 00:00:00,2.4,3.25,3.0
England,England Premier League,2008/2009,2009-05-13 00:00:00,12.0,5.0,1.3
England,England Premier League,2008/2009,2009-04-22 00:00:00,1.44,4.2,8.5
England,England Premier League,2008/2009,2009-04-25 00:00:00,1.44,4.0,9.0
England,England Premier League,2008/2009,2009-04-26 00:00:00,1.5,4.2,7.5
England,England Premier League,2008/2009,2009-04-25 00:00:00,4.75,3.3,1.85
England,England Premier League,2008/2009,2009-04-25 00:00:00,1.83,3.5,4.5
England,England Premier League,2008/2009,2009-04-27 00:00:00,2.0,3.5,3.75
England,England Premier League,2008/2009,2009-04-26 00:00:00,1.9,3.4,4.2
England,England Premier League,2008/2009,2009-04-25 00:00:00,1.75,3.5,5.0
England,England Premier League,2008/2009,2009-04-25 00:00:00,3.1,3.3,2.37
England,England Premier League,2008/2009,2009-04-25 00:00:00,2.5,3.3,2.87
England,England Premier League,2008/2009,2009-04-25 00:00:00,10.0,4.5,1.36
England,England Premier League,2008/2009,2009-05-03 00:00:00,1.25,5.5,13.0
England,England Premier League,2008/2009,2009-05-03 00:00:00,2.5,3.25,2.9
England,England Premier League,2008/2009,2009-05-02 00:00:00,1.5,4.0,7.0
England,England Premier League,2008/2009,2009-05-04 00:00:00,1.53,3.8,7.0
England,England Premier League,2008/2009,2009-05-02 00:00:00,6.5,3.8,1.57
England,England Premier League,2008/2009,2009-05-02 00:00:00,2.0,3.3,4.0
England,England Premier League,2008/2009,2009-05-02 00:00:00,3.2,3.3,2.3
England,England Premier League,2008/2009,2009-05-02 00:00:00,2.37,3.25,3.1
England,England Premier League,2008/2009,2009-05-02 00:00:00,2.1,3.25,3.75
England,England Premier League,2008/2009,2009-05-02 00:00:00,1.53,3.8,7.0
England,England Premier League,2008/2009,2009-05-10 00:00:00,1.36,4.75,9.5
England,England Premier League,2008/2009,2009-05-10 00:00:00,2.6,3.25,2.8
England,England Premier League,2008/2009,2009-05-09 00:00:00,6.5,3.8,1.57
England,England Premier League,2008/2009,2009-05-09 00:00:00,2.3,3.3,3.2
England,England Premier League,2008/2009,2009-05-11 00:00:00,2.0,3.4,3.8
England,England Premier League,2008/2009,2009-05-09 00:00:00,2.0,3.25,4.0
England,England Premier League,2008/2009,2009-05-09 00:00:00,2.62,3.25,2.75
England,England Premier League,2008/2009,2009-05-09 00:00:00,2.2,3.25,3.5
England,England Premier League,2008/2009,2009-05-09 00:00:00,2.4,3.4,2.9
England,England Premier League,2008/2009,2009-05-09 00:00:00,2.1,3.3,3.6
England,England Premier League,2008/2009,2009-05-16 00:00:00,1.67,3.5,6.0
England,England Premier League,2008/2009,2009-05-16 00:00:00,1.83,3.5,4.5
England,England Premier League,2008/2009,2009-05-16 00:00:00,1.73,3.6,5.0
England,England Premier League,2008/2009,2009-05-16 00:00:00,2.5,3.4,2.75
England,England Premier League,2008/2009,2009-05-16 00:00:00,1.91,3.5,4.0
England,England Premier League,2008/2009,2009-05-16 00:00:00,2.2,3.3,3.4
England,England Premier League,2008/2009,2009-05-17 00:00:00,7.0,5.0,1.4
England,England Premier League,2008/2009,2009-05-18 00:00:00,2.1,3.2,3.75
England,England Premier League,2008/2009,2009-05-16 00:00:00,2.2,3.25,3.4
England,England Premier League,2008/2009,2009-05-17 00:00:00,1.3,5.0,11.0
England,England Premier League,2008/2009,2009-05-24 00:00:00,1.33,5.0,10.0
England,England Premier League,2008/2009,2009-05-24 00:00:00,1.53,4.0,6.5
England,England Premier League,2008/2009,2009-05-24 00:00:00,4.0,3.6,1.91
England,England Premier League,2008/2009,2009-05-24 00:00:00,2.25,3.4,3.2
England,England Premier League,2008/2009,2009-05-24 00:00:00,2.3,3.4,3.1
England,England Premier League,2008/2009,2009-05-24 00:00:00,1.73,3.6,5.0
England,England Premier League,2008/2009,2009-05-24 00:00:00,1.83,3.5,4.5
England,England Premier League,2008/2009,2009-05-24 00:00:00,2.1,3.3,3.6
England,England Premier League,2008/2009,2009-05-24 00:00:00,3.0,3.5,2.3
England,England Premier League,2008/2009,2009-05-24 00:00:00,2.1,3.4,3.5
England,England Premier League,2008/2009,2008-09-13 00:00:00,3.0,3.0,2.6
England,England Premier League,2008/2009,2008-09-15 00:00:00,2.1,3.3,3.6
England,England Premier League,2008/2009,2008-09-13 00:00:00,1.62,3.75,5.75
England,England Premier League,2008/2009,2008-09-13 00:00:00,4.33,3.3,1.91
England,England Premier League,2008/2009,2008-09-13 00:00:00,4.5,3.5,1.83
England,England Premier League,2008/2009,2008-09-13 00:00:00,2.25,3.3,3.3
England,England Premier League,2008/2009,2008-09-13 00:00:00,2.4,3.25,3.0
England,England Premier League,2008/2009,2008-09-13 00:00:00,2.0,3.5,3.75
England,England Premier League,2008/2009,2008-09-14 00:00:00,3.4,3.4,2.2
England,England Premier League,2008/2009,2008-09-13 00:00:00,2.05,3.3,4.0
England,England Premier League,2008/2009,2008-09-20 00:00:00,1.2,6.5,15.0
England,England Premier League,2008/2009,2008-09-20 00:00:00,2.38,3.1,3.2
England,England Premier League,2008/2009,2008-09-21 00:00:00,1.73,3.6,5.0
England,England Premier League,2008/2009,2008-09-20 00:00:00,2.1,3.3,3.6
England,England Premier League,2008/2009,2008-09-21 00:00:00,2.0,3.3,4.0
England,England Premier League,2008/2009,2008-09-20 00:00:00,2.1,3.3,3.6
England,England Premier League,2008/2009,2008-09-20 00:00:00,6.5,3.75,1.57
England,England Premier League,2008/2009,2008-09-21 00:00:00,3.25,3.3,2.25
England,England Premier League,2008/2009,2008-09-21 00:00:00,3.1,3.4,2.3
England,England Premier League,2008/2009,2008-09-21 00:00:00,2.2,3.1,3.6
England,England Premier League,2008/2009,2008-09-27 00:00:00,1.22,6.0,15.0
England,England Premier League,2008/2009,2008-09-27 00:00:00,1.2,6.0,17.0
England,England Premier League,2008/2009,2008-09-27 00:00:00,1.57,3.75,6.5
England,England Premier League,2008/2009,2008-09-27 00:00:00,3.75,3.25,2.1
England,England Premier League,2008/2009,2008-09-27 00:00:00,1.8,3.4,5.0
England,England Premier League,2008/2009,2008-09-27 00:00:00,2.6,3.3,2.75
England,England Premier League,2008/2009,2008-09-27 00:00:00,2.3,3.25,3.2
England,England Premier League,2008/2009,2008-09-28 00:00:00,2.5,3.25,3.0
England,England Premier League,2008/2009,2008-09-27 00:00:00,9.0,4.75,1.36
England,England Premier League,2008/2009,2008-09-28 00:00:00,3.0,3.3,2.38
England,England Premier League,2008/2009,2008-10-04 00:00:00,6.0,3.75,1.62
England,England Premier League,2008/2009,2008-10-05 00:00:00,1.73,3.75,4.75
England,England Premier League,2008/2009,2008-10-05 00:00:00,1.83,3.4,4.75
England,England Premier League,2008/2009,2008-10-05 00:00:00,1.73,3.6,5.0
England,England Premier League,2008/2009,2008-10-05 00:00:00,3.2,3.3,2.25
England,England Premier League,2008/2009,2008-10-04 00:00:00,6.0,3.75,1.62
England,England Premier League,2008/2009,2008-10-04 00:00:00,2.25,3.25,3.25
England,England Premier League,2008/2009,2008-10-05 00:00:00,1.67,3.4,6.0
