Country,League,season,date,B365H,B365D,B365A
Spain,Spain LIGA BBVA,2010/2011,2011-02-20 00:00:00,1.8,3.5,4.5
Spain,Spain LIGA BBVA,2010/2011,2011-02-20 00:00:00,1.5,4.1,6.5
Spain,Spain LIGA BBVA,2010/2011,2011-02-20 00:00:00,2.05,3.3,3.6
Spain,Spain LIGA BBVA,2010/2011,2011-02-19 00:00:00,1.14,7.5,17.0
Spain,Spain LIGA BBVA,2010/2011,2011-02-20 00:00:00,2.2,3.3,3.25
Spain,Spain LIGA BBVA,2010/2011,2011-02-21 00:00:00,2.05,3.3,3.6
Spain,Spain LIGA BBVA,2010/2011,2011-02-26 00:00:00,8.5,5.0,1.33
Spain,Spain LIGA BBVA,2010/2011,2011-02-27 00:00:00,2.3,3.3,3.1
Spain,Spain LIGA BBVA,2010/2011,2011-02-26 00:00:00,1.91,3.4,4.0
Spain,Spain LIGA BBVA,2010/2011,2011-02-26 00:00:00,2.1,3.4,3.4
Spain,Spain LIGA BBVA,2010/2011,2011-02-27 00:00:00,2.3,3.3,3.1
Spain,Spain LIGA BBVA,2010/2011,2011-02-27 00:00:00,2.8,3.25,2.5
Spain,Spain LIGA BBVA,2010/2011,2011-02-28 00:00:00,1.85,3.4,4.33
Spain,Spain LIGA BBVA,2010/2011,2011-02-26 00:00:00,7.5,4.5,1.4
Spain,Spain LIGA BBVA,2010/2011,2011-02-27 00:00:00,2.4,3.2,3.0
Spain,Spain LIGA BBVA,2010/2011,2011-02-26 00:00:00,1.95,3.3,4.0
Spain,Spain LIGA BBVA,2010/2011,2011-03-02 00:00:00,5.5,4.0,1.57
Spain,Spain LIGA BBVA,2010/2011,2011-03-02 00:00:00,2.6,3.25,2.7
Spain,Spain LIGA BBVA,2010/2011,2011-03-01 00:00:00,1.57,4.0,5.5
Spain,Spain LIGA BBVA,2010/2011,2011-03-02 00:00:00,2.7,3.25,2.6
Spain,Spain LIGA BBVA,2010/2011,2011-03-02 00:00:00,1.5,4.0,7.0
Spain,Spain LIGA BBVA,2010/2011,2011-03-03 00:00:00,2.38,3.25,3.0
Spain,Spain LIGA BBVA,2010/2011,2011-03-03 00:00:00,1.14,7.5,17.0
Spain,Spain LIGA BBVA,2010/2011,2011-03-02 00:00:00,1.95,3.3,4.0
Spain,Spain LIGA BBVA,2010/2011,2011-03-02 00:00:00,1.91,3.4,4.0
Spain,Spain LIGA BBVA,2010/2011,2011-03-01 00:00:00,2.1,3.3,3.5
Spain,Spain LIGA BBVA,2010/2011,2011-03-05 00:00:00,2.7,3.2,2.6
Spain,Spain LIGA BBVA,2010/2011,2011-03-05 00:00:00,1.1,9.0,21.0
Spain,Spain LIGA BBVA,2010/2011,2011-03-06 00:00:00,2.4,3.3,2.9
Spain,Spain LIGA BBVA,2010/2011,2011-03-06 00:00:00,2.3,3.25,3.1
Spain,Spain LIGA BBVA,2010/2011,2011-03-05 00:00:00,2.1,3.4,3.4
Spain,Spain LIGA BBVA,2010/2011,2011-03-06 00:00:00,2.0,3.4,3.75
Spain,Spain LIGA BBVA,2010/2011,2011-03-06 00:00:00,8.0,4.75,1.36
Spain,Spain LIGA BBVA,2010/2011,2011-03-06 00:00:00,2.0,3.3,3.75
Spain,Spain LIGA BBVA,2010/2011,2011-03-07 00:00:00,2.2,3.25,3.25
Spain,Spain LIGA BBVA,2010/2011,2011-03-06 00:00:00,2.38,3.2,3.0
Spain,Spain LIGA BBVA,2010/2011,2011-03-13 00:00:00,1.6,3.8,5.75
Spain,Spain LIGA BBVA,2010/2011,2011-03-12 00:00:00,2.9,3.25,2.4
Spain,Spain LIGA BBVA,2010/2011,2011-03-13 00:00:00,7.5,4.5,1.4
Spain,Spain LIGA BBVA,2010/2011,2011-03-14 00:00:00,2.3,3.25,2.8
Spain,Spain LIGA BBVA,2010/2011,2011-03-12 00:00:00,3.25,3.4,2.15
Spain,Spain LIGA BBVA,2010/2011,2011-03-12 00:00:00,1.14,7.5,17.0
Spain,Spain LIGA BBVA,2010/2011,2011-03-13 00:00:00,2.0,3.3,3.8
Spain,Spain LIGA BBVA,2010/2011,2011-03-13 00:00:00,2.0,3.4,3.75
Spain,Spain LIGA BBVA,2010/2011,2011-03-13 00:00:00,2.25,3.2,3.25
Spain,Spain LIGA BBVA,2010/2011,2011-03-13 00:00:00,2.0,3.3,3.8
Spain,Spain LIGA BBVA,2010/2011,2011-03-19 00:00:00,1.95,3.4,3.8
Spain,Spain LIGA BBVA,2010/2011,2011-03-20 00:00:00,1.95,3.5,3.7
Spain,Spain LIGA BBVA,2010/2011,2011-03-19 00:00:00,1.13,8.5,17.0
Spain,Spain LIGA BBVA,2010/2011,2011-03-20 00:00:00,2.3,3.4,3.0
Spain,Spain LIGA BBVA,2010/2011,2011-03-20 00:00:00,1.91,3.4,4.0
Spain,Spain LIGA BBVA,2010/2011,2011-03-19 00:00:00,5.25,4.0,1.62
Spain,Spain LIGA BBVA,2010/2011,2011-03-20 00:00:00,2.15,3.25,3.4
Spain,Spain LIGA BBVA,2010/2011,2011-03-20 00:00:00,2.0,3.5,3.6
Spain,Spain LIGA BBVA,2010/2011,2011-03-20 00:00:00,2.0,3.4,3.75
Spain,Spain LIGA BBVA,2010/2011,2011-03-20 00:00:00,2.1,3.4,3.4
Spain,Spain LIGA BBVA,2010/2011,2010-09-18 00:00:00,2.4,3.25,2.9
Spain,Spain LIGA BBVA,2010/2011,2010-09-19 00:00:00,5.0,3.75,1.67
Spain,Spain LIGA BBVA,2010/2011,2010-09-19 00:00:00,3.5,3.2,2.15
Spain,Spain LIGA BBVA,2010/2011,2010-09-19 00:00:00,2.25,3.2,3.25
Spain,Spain LIGA BBVA,2010/2011,2010-09-19 00:00:00,3.25,3.25,2.2
Spain,Spain LIGA BBVA,2010/2011,2010-09-20 00:00:00,2.25,3.2,3.25
Spain,Spain LIGA BBVA,2010/2011,2010-09-19 00:00:00,3.75,3.3,2.0
Spain,Spain LIGA BBVA,2010/2011,2010-09-18 00:00:00,2.0,3.3,3.75
Spain,Spain LIGA BBVA,2010/2011,2010-09-18 00:00:00,8.5,4.6,1.36
Spain,Spain LIGA BBVA,2010/2011,2010-09-18 00:00:00,1.91,3.4,4.0
Spain,Spain LIGA BBVA,2010/2011,2011-04-03 00:00:00,1.53,4.0,6.0
Spain,Spain LIGA BBVA,2010/2011,2011-04-02 00:00:00,2.8,3.25,2.5
Spain,Spain LIGA BBVA,2010/2011,2011-04-02 00:00:00,5.5,3.8,1.62
Spain,Spain LIGA BBVA,2010/2011,2011-04-04 00:00:00,2.9,3.3,2.4
Spain,Spain LIGA BBVA,2010/2011,2011-04-02 00:00:00,1.14,7.5,17.0
Spain,Spain LIGA BBVA,2010/2011,2011-04-03 00:00:00,2.5,3.25,2.8
Spain,Spain LIGA BBVA,2010/2011,2011-04-03 00:00:00,1.83,3.5,4.33
Spain,Spain LIGA BBVA,2010/2011,2011-04-03 00:00:00,1.91,3.4,4.0
Spain,Spain LIGA BBVA,2010/2011,2011-04-03 00:00:00,2.3,3.25,3.1
Spain,Spain LIGA BBVA,2010/2011,2011-04-03 00:00:00,2.3,3.2,3.1
Spain,Spain LIGA BBVA,2010/2011,2011-04-09 00:00:00,2.6,3.2,2.75
Spain,Spain LIGA BBVA,2010/2011,2011-04-11 00:00:00,2.1,3.3,3.5
Spain,Spain LIGA BBVA,2010/2011,2011-04-10 00:00:00,1.91,3.4,4.0
Spain,Spain LIGA BBVA,2010/2011,2011-04-09 00:00:00,1.11,8.5,21.0
Spain,Spain LIGA BBVA,2010/2011,2011-04-09 00:00:00,4.5,3.75,1.73
Spain,Spain LIGA BBVA,2010/2011,2011-04-10 00:00:00,2.0,3.4,3.75
Spain,Spain LIGA BBVA,2010/2011,2011-04-10 00:00:00,1.53,4.0,6.0
Spain,Spain LIGA BBVA,2010/2011,2011-04-10 00:00:00,2.1,3.25,3.6
Spain,Spain LIGA BBVA,2010/2011,2011-04-10 00:00:00,1.91,3.4,4.0
Spain,Spain LIGA BBVA,2010/2011,2011-04-10 00:00:00,1.75,3.5,4.75
Spain,Spain LIGA BBVA,2010/2011,2011-04-16 00:00:00,2.88,3.3,2.4
Spain,Spain LIGA BBVA,2010/2011,2011-04-18 00:00:00,1.57,4.0,5.5
Spain,Spain LIGA BBVA,2010/2011,2011-04-16 00:00:00,3.8,3.4,2.0
Spain,Spain LIGA BBVA,2010/2011,2011-04-16 00:00:00,2.75,3.6,2.38
Spain,Spain LIGA BBVA,2010/2011,2011-04-17 00:00:00,2.4,3.25,2.9
Spain,Spain LIGA BBVA,2010/2011,2011-04-17 00:00:00,2.1,3.25,3.5
Spain,Spain LIGA BBVA,2010/2011,2011-04-17 00:00:00,2.7,3.25,2.6
Spain,Spain LIGA BBVA,2010/2011,2011-04-17 00:00:00,2.1,3.25,3.5
Spain,Spain LIGA BBVA,2010/2011,2011-04-17 00:00:00,2.1,3.25,3.5
Spain,Spain LIGA BBVA,2010/2011,2011-04-16 00:00:00,1.91,3.4,4.0
Spain,Spain LIGA BBVA,2010/2011,2011-04-24 00:00:00,2.0,3.4,3.75
Spain,Spain LIGA BBVA,2010/2011,2011-04-24 00:00:00,1.95,3.5,3.75
Spain,Spain LIGA BBVA,2010/2011,2011-04-25 00:00:00,1.8,3.5,4.5
Spain,Spain LIGA BBVA,2010/2011,2011-04-23 00:00:00,2.38,3.5,2.8
Spain,Spain LIGA BBVA,2010/2011,2011-04-23 00:00:00,1.2,6.0,15.0
Spain,Spain LIGA BBVA,2010/2011,2011-04-23 00:00:00,1.62,3.75,5.5
Spain,Spain LIGA BBVA,2010/2011,2011-04-24 00:00:00,2.0,3.4,3.75
Spain,Spain LIGA BBVA,2010/2011,2011-04-24 00:00:00,1.44,4.5,6.5
Spain,Spain LIGA BBVA,2010/2011,2011-04-24 00:00:00,2.0,3.4,3.75
Spain,Spain LIGA BBVA,2010/2011,2011-04-24 00:00:00,2.3,3.3,3.1
Spain,Spain LIGA BBVA,2010/2011,2011-05-01 00:00:00,1.8,3.5,4.75
Spain,Spain LIGA BBVA,2010/2011,2011-05-01 00:00:00,4.0,3.8,1.8
Spain,Spain LIGA BBVA,2010/2011,2011-04-30 00:00:00,1.3,5.5,9.0
Spain,Spain LIGA BBVA,2010/2011,2011-05-01 00:00:00,2.9,3.3,2.4
Spain,Spain LIGA BBVA,2010/2011,2011-04-30 00:00:00,7.5,4.5,1.4
Spain,Spain LIGA BBVA,2010/2011,2011-05-02 00:00:00,2.75,3.25,2.5
Spain,Spain LIGA BBVA,2010/2011,2011-05-01 00:00:00,2.1,3.1,3.75
Spain,Spain LIGA BBVA,2010/2011,2011-04-30 00:00:00,3.3,3.4,2.15
Spain,Spain LIGA BBVA,2010/2011,2011-05-01 00:00:00,1.73,3.75,4.5
Spain,Spain LIGA BBVA,2010/2011,2011-05-01 00:00:00,2.2,3.25,3.3
Spain,Spain LIGA BBVA,2010/2011,2011-05-08 00:00:00,2.6,3.25,2.7
Spain,Spain LIGA BBVA,2010/2011,2011-05-07 00:00:00,1.44,4.33,7.0
Spain,Spain LIGA BBVA,2010/2011,2011-05-07 00:00:00,3.0,3.5,2.25
Spain,Spain LIGA BBVA,2010/2011,2011-05-08 00:00:00,2.1,3.3,3.5
Spain,Spain LIGA BBVA,2010/2011,2011-05-07 00:00:00,1.44,4.33,7.0
Spain,Spain LIGA BBVA,2010/2011,2011-05-08 00:00:00,1.17,7.0,15.0
Spain,Spain LIGA BBVA,2010/2011,2011-05-07 00:00:00,1.53,4.0,6.0
Spain,Spain LIGA BBVA,2010/2011,2011-05-07 00:00:00,2.05,3.3,3.6
Spain,Spain LIGA BBVA,2010/2011,2011-05-07 00:00:00,1.57,4.0,5.5
Spain,Spain LIGA BBVA,2010/2011,2011-05-07 00:00:00,2.1,3.25,3.5
Spain,Spain LIGA BBVA,2010/2011,2011-05-11 00:00:00,5.5,3.75,1.62
Spain,Spain LIGA BBVA,2010/2011,2011-05-10 00:00:00,1.2,6.5,13.0
Spain,Spain LIGA BBVA,2010/2011,2011-05-11 00:00:00,2.25,3.4,3.1
Spain,Spain LIGA BBVA,2010/2011,2011-05-11 00:00:00,2.1,3.4,3.4
Spain,Spain LIGA BBVA,2010/2011,2011-05-11 00:00:00,2.9,3.3,2.4
Spain,Spain LIGA BBVA,2010/2011,2011-05-11 00:00:00,11.0,5.0,1.3
Spain,Spain LIGA BBVA,2010/2011,2011-05-10 00:00:00,2.25,3.4,3.1
Spain,Spain LIGA BBVA,2010/2011,2011-05-10 00:00:00,1.73,3.6,4.75
Spain,Spain LIGA BBVA,2010/2011,2011-05-10 00:00:00,3.2,3.3,2.25
Spain,Spain LIGA BBVA,2010/2011,2011-05-11 00:00:00,2.2,3.3,3.25
Spain,Spain LIGA BBVA,2010/2011,2011-05-15 00:00:00,2.75,3.5,2.4
Spain,Spain LIGA BBVA,2010/2011,2011-05-15 00:00:00,4.0,3.8,1.8
Spain,Spain LIGA BBVA,2010/2011,2011-05-15 00:00:00,1.8,3.6,4.33
Spain,Spain LIGA BBVA,2010/2011,2011-05-15 00:00:00,1.53,4.33,5.5
Spain,Spain LIGA BBVA,2010/2011,2011-05-15 00:00:00,1.6,3.8,5.5
Spain,Spain LIGA BBVA,2010/2011,2011-05-15 00:00:00,1.65,3.4,6.0
Spain,Spain LIGA BBVA,2010/2011,2011-05-15 00:00:00,1.53,4.33,5.5
Spain,Spain LIGA BBVA,2010/2011,2011-05-15 00:00:00,1.7,3.75,4.75
Spain,Spain LIGA BBVA,2010/2011,2011-05-15 00:00:00,1.33,5.0,8.5
Spain,Spain LIGA BBVA,2010/2011,2011-05-15 00:00:00,1.29,5.5,9.5
Spain,Spain LIGA BBVA,2010/2011,2011-05-21 00:00:00,1.13,8.5,17.0
Spain,Spain LIGA BBVA,2010/2011,2011-05-21 00:00:00,1.8,3.0,5.75
Spain,Spain LIGA BBVA,2010/2011,2011-05-21 00:00:00,2.38,3.25,3.0
Spain,Spain LIGA BBVA,2010/2011,2011-05-21 00:00:00,3.0,3.5,2.25
Spain,Spain LIGA BBVA,2010/2011,2011-05-21 00:00:00,5.5,4.33,1.53
Spain,Spain LIGA BBVA,2010/2011,2011-05-21 00:00:00,1.44,4.2,6.0
Spain,Spain LIGA BBVA,2010/2011,2011-05-21 00:00:00,3.25,3.5,2.1
Spain,Spain LIGA BBVA,2010/2011,2011-05-21 00:00:00,3.0,3.5,2.25
Spain,Spain LIGA BBVA,2010/2011,2011-05-21 00:00:00,2.2,3.4,3.2
Spain,Spain LIGA BBVA,2010/2011,2011-05-21 00:00:00,2.5,2.75,3.3
Spain,Spain LIGA BBVA,2010/2011,2010-09-21 00:00:00,1.91,3.4,4.0
Spain,Spain LIGA BBVA,2010/2011,2010-09-22 00:00:00,1.14,7.0,21.0
Spain,Spain LIGA BBVA,2010/2011,2010-09-22 00:00:00,2.1,3.25,3.5
Spain,Spain LIGA BBVA,2010/2011,2010-09-22 00:00:00,1.95,3.3,4.0
Spain,Spain LIGA BBVA,2010/2011,2010-09-23 00:00:00,1.5,4.0,7.0
Spain,Spain LIGA BBVA,2010/2011,2010-09-23 00:00:00,1.8,3.4,4.75
Spain,Spain LIGA BBVA,2010/2011,2010-09-23 00:00:00,1.67,3.75,5.0
Spain,Spain LIGA BBVA,2010/2011,2010-09-22 00:00:00,1.75,3.5,4.75
Spain,Spain LIGA BBVA,2010/2011,2010-09-21 00:00:00,1.17,7.0,15.0
Spain,Spain LIGA BBVA,2010/2011,2010-09-21 00:00:00,2.1,3.25,3.6
Spain,Spain LIGA BBVA,2010/2011,2010-09-25 00:00:00,6.0,3.8,1.57
Spain,Spain LIGA BBVA,2010/2011,2010-09-25 00:00:00,3.25,3.3,2.2
Spain,Spain LIGA BBVA,2010/2011,2010-09-26 00:00:00,1.53,4.0,6.0
Spain,Spain LIGA BBVA,2010/2011,2010-09-26 00:00:00,3.5,3.3,2.1
Spain,Spain LIGA BBVA,2010/2011,2010-09-26 00:00:00,2.4,3.3,2.9
Spain,Spain LIGA BBVA,2010/2011,2010-09-27 00:00:00,3.0,3.25,2.38
Spain,Spain LIGA BBVA,2010/2011,2010-09-26 00:00:00,2.1,3.3,3.5
Spain,Spain LIGA BBVA,2010/2011,2010-09-25 00:00:00,12.0,5.5,1.25
Spain,Spain LIGA BBVA,2010/2011,2010-09-26 00:00:00,2.2,3.3,3.25
Spain,Spain LIGA BBVA,2010/2011,2010-09-26 00:00:00,2.05,3.3,3.6
Spain,Spain LIGA BBVA,2010/2011,2010-10-03 00:00:00,1.17,7.0,15.0
Spain,Spain LIGA BBVA,2010/2011,2010-10-02 00:00:00,1.73,3.4,5.25
Spain,Spain LIGA BBVA,2010/2011,2010-10-02 00:00:00,2.05,3.3,3.6
Spain,Spain LIGA BBVA,2010/2011,2010-10-03 00:00:00,2.1,3.3,3.5
Spain,Spain LIGA BBVA,2010/2011,2010-10-03 00:00:00,2.05,3.3,3.6
Spain,Spain LIGA BBVA,2010/2011,2010-10-03 00:00:00,1.73,3.5,5.0
Spain,Spain LIGA BBVA,2010/2011,2010-10-03 00:00:00,2.2,3.25,3.25
Spain,Spain LIGA BBVA,2010/2011,2010-10-03 00:00:00,1.17,7.0,15.0
Spain,Spain LIGA BBVA,2010/2011,2010-10-03 00:00:00,1.73,3.5,5.0
Spain,Spain LIGA BBVA,2010/2011,2010-10-02 00:00:00,2.2,3.25,3.25
Spain,Spain LIGA BBVA,2010/2011,2010-10-16 00:00:00,1.4,4.5,7.5
Spain,Spain LIGA BBVA,2010/2011,2010-10-17 00:00:00,1.8,3.5,4.5
Spain,Spain LIGA BBVA,2010/2011,2010-10-17 00:00:00,3.4,3.4,2.1
Spain,Spain LIGA BBVA,2010/2011,2010-10-16 00:00:00,1.8,3.5,4.5
Spain,Spain LIGA BBVA,2010/2011,2010-10-18 00:00:00,2.8,3.25,2.5
Spain,Spain LIGA BBVA,2010/2011,2010-10-17 00:00:00,2.1,3.3,3.5
Spain,Spain LIGA BBVA,2010/2011,2010-10-16 00:00:00,8.0,4.5,1.4
Spain,Spain LIGA BBVA,2010/2011,2010-10-17 00:00:00,2.3,3.2,3.2
Spain,Spain LIGA BBVA,2010/2011,2010-10-17 00:00:00,2.4,3.2,3.0
Spain,Spain LIGA BBVA,2010/2011,2010-10-17 00:00:00,1.91,3.4,4.0
Spain,Spain LIGA BBVA,2010/2011,2010-10-23 00:00:00,1.57,3.75,6.0
Spain,Spain LIGA BBVA,2010/2011,2010-10-23 00:00:00,11.0,5.75,1.25
Spain,Spain LIGA BBVA,2010/2011,2010-10-24 00:00:00,1.7,3.6,5.0
Spain,Spain LIGA BBVA,2010/2011,2010-10-24 00:00:00,1.73,3.5,5.0
Spain,Spain LIGA BBVA,2010/2011,2010-10-24 00:00:00,2.3,3.25,3.1
Spain,Spain LIGA BBVA,2010/2011,2010-10-24 00:00:00,2.2,3.25,3.25
Spain,Spain LIGA BBVA,2010/2011,2010-10-23 00:00:00,1.14,7.0,21.0
Spain,Spain LIGA BBVA,2010/2011,2010-10-24 00:00:00,2.1,3.25,3.5
Spain,Spain LIGA BBVA,2010/2011,2010-10-25 00:00:00,2.1,3.25,3.5
Spain,Spain LIGA BBVA,2010/2011,2010-10-24 00:00:00,1.75,3.4,5.0
Spain,Spain LIGA BBVA,2010/2011,2010-10-30 00:00:00,1.4,4.33,7.5
Spain,Spain LIGA BBVA,2010/2011,2010-10-30 00:00:00,1.29,5.0,11.0
Spain,Spain LIGA BBVA,2010/2011,2010-10-31 00:00:00,2.0,3.5,3.6
Spain,Spain LIGA BBVA,2010/2011,2010-10-31 00:00:00,3.5,3.3,2.1
Spain,Spain LIGA BBVA,2010/2011,2010-10-31 00:00:00,1.5,4.33,6.0
Spain,Spain LIGA BBVA,2010/2011,2010-10-30 00:00:00,10.0,5.0,1.3
Spain,Spain LIGA BBVA,2010/2011,2010-10-31 00:00:00,2.5,3.3,2.75
Spain,Spain LIGA BBVA,2010/2011,2010-10-31 00:00:00,2.1,3.25,3.6
Spain,Spain LIGA BBVA,2010/2011,2010-10-31 00:00:00,2.63,3.3,2.63
Spain,Spain LIGA BBVA,2010/2011,2010-11-01 00:00:00,1.62,3.8,5.5
Spain,Spain LIGA BBVA,2011/2012,2012-01-21 00:00:00,2.9,3.3,2.4
Spain,Spain LIGA BBVA,2011/2012,2012-01-22 00:00:00,1.2,6.5,15.0
Spain,Spain LIGA BBVA,2011/2012,2012-01-22 00:00:00,9.5,5.5,1.29
Spain,Spain LIGA BBVA,2011/2012,2012-01-23 00:00:00,1.83,3.5,4.33
Spain,Spain LIGA BBVA,2011/2012,2012-01-21 00:00:00,2.5,3.3,2.75
Spain,Spain LIGA BBVA,2011/2012,2012-01-22 00:00:00,3.25,3.25,2.25
Spain,Spain LIGA BBVA,2011/2012,2012-01-21 00:00:00,2.5,3.2,2.8
Spain,Spain LIGA BBVA,2011/2012,2012-01-21 00:00:00,1.73,3.5,5.0
Spain,Spain LIGA BBVA,2011/2012,2012-01-22 00:00:00,1.83,3.4,4.5
Spain,Spain LIGA BBVA,2011/2012,2012-01-22 00:00:00,2.0,3.4,3.75
Spain,Spain LIGA BBVA,2011/2012,2011-10-26 00:00:00,1.95,3.3,4.0
Spain,Spain LIGA BBVA,2011/2012,2011-10-27 00:00:00,2.2,3.3,3.3
Spain,Spain LIGA BBVA,2011/2012,2011-10-26 00:00:00,2.0,3.3,3.8
Spain,Spain LIGA BBVA,2011/2012,2011-10-26 00:00:00,1.73,3.5,5.0
Spain,Spain LIGA BBVA,2011/2012,2011-10-27 00:00:00,2.38,3.4,2.88
Spain,Spain LIGA BBVA,2011/2012,2011-10-26 00:00:00,1.13,8.0,21.0
Spain,Spain LIGA BBVA,2011/2012,2011-10-25 00:00:00,1.4,4.5,7.5
Spain,Spain LIGA BBVA,2011/2012,2011-10-26 00:00:00,3.3,3.3,2.2
Spain,Spain LIGA BBVA,2011/2012,2011-10-26 00:00:00,2.9,3.3,2.4
Spain,Spain LIGA BBVA,2011/2012,2011-10-25 00:00:00,23.0,9.0,1.1
Spain,Spain LIGA BBVA,2011/2012,2011-10-30 00:00:00,2.3,3.2,3.2
Spain,Spain LIGA BBVA,2011/2012,2011-10-30 00:00:00,2.6,3.2,2.75
Spain,Spain LIGA BBVA,2011/2012,2011-10-30 00:00:00,2.6,3.2,2.75
Spain,Spain LIGA BBVA,2011/2012,2011-10-29 00:00:00,15.0,7.0,1.17
Spain,Spain LIGA BBVA,2011/2012,2011-10-30 00:00:00,1.4,4.5,8.0
Spain,Spain LIGA BBVA,2011/2012,2011-10-29 00:00:00,2.0,3.4,3.75
Spain,Spain LIGA BBVA,2011/2012,2011-10-31 00:00:00,1.4,4.5,8.0
Spain,Spain LIGA BBVA,2011/2012,2011-10-29 00:00:00,1.44,4.33,7.0
Spain,Spain LIGA BBVA,2011/2012,2011-10-30 00:00:00,1.73,3.5,5.0
Spain,Spain LIGA BBVA,2011/2012,2011-10-29 00:00:00,1.06,11.0,34.0
Spain,Spain LIGA BBVA,2011/2012,2011-11-06 00:00:00,1.91,3.4,4.0
Spain,Spain LIGA BBVA,2011/2012,2011-11-06 00:00:00,2.1,3.25,3.5
Spain,Spain LIGA BBVA,2011/2012,2011-11-06 00:00:00,3.0,3.25,2.38
Spain,Spain LIGA BBVA,2011/2012,2011-11-06 00:00:00,1.85,3.4,4.33
Spain,Spain LIGA BBVA,2011/2012,2011-11-05 00:00:00,3.0,3.2,2.38
Spain,Spain LIGA BBVA,2011/2012,2011-11-05 00:00:00,3.0,3.25,2.38
Spain,Spain LIGA BBVA,2011/2012,2011-11-05 00:00:00,2.63,3.25,2.63
Spain,Spain LIGA BBVA,2011/2012,2011-11-06 00:00:00,11.0,6.5,1.22
Spain,Spain LIGA BBVA,2011/2012,2011-11-06 00:00:00,1.06,11.0,29.0
Spain,Spain LIGA BBVA,2011/2012,2011-11-06 00:00:00,2.1,3.3,3.5
Spain,Spain LIGA BBVA,2011/2012,2011-11-20 00:00:00,2.25,3.25,3.2
Spain,Spain LIGA BBVA,2011/2012,2011-12-07 00:00:00,2.25,3.1,3.4
Spain,Spain LIGA BBVA,2011/2012,2011-11-20 00:00:00,1.57,4.0,5.5
Spain,Spain LIGA BBVA,2011/2012,2011-11-19 00:00:00,2.0,3.3,3.8
Spain,Spain LIGA BBVA,2011/2012,2011-11-20 00:00:00,1.91,3.5,4.0
Spain,Spain LIGA BBVA,2011/2012,2011-11-19 00:00:00,6.0,4.0,1.53
Spain,Spain LIGA BBVA,2011/2012,2011-11-21 00:00:00,3.2,3.2,2.25
Spain,Spain LIGA BBVA,2011/2012,2011-11-19 00:00:00,1.06,12.0,26.0
Spain,Spain LIGA BBVA,2011/2012,2011-11-20 00:00:00,1.91,3.4,4.0
Spain,Spain LIGA BBVA,2011/2012,2011-11-20 00:00:00,2.2,3.2,3.4
Spain,Spain LIGA BBVA,2011/2012,2011-11-27 00:00:00,1.83,3.5,4.33
Spain,Spain LIGA BBVA,2011/2012,2011-11-27 00:00:00,1.83,3.4,4.5
Spain,Spain LIGA BBVA,2011/2012,2011-11-27 00:00:00,1.83,3.5,4.33
Spain,Spain LIGA BBVA,2011/2012,2011-11-27 00:00:00,2.0,3.4,3.75
Spain,Spain LIGA BBVA,2011/2012,2011-11-27 00:00:00,1.44,4.2,7.5
Spain,Spain LIGA BBVA,2011/2012,2011-11-26 00:00:00,1.17,6.5,17.0
Spain,Spain LIGA BBVA,2011/2012,2011-11-28 00:00:00,1.73,3.5,5.0
Spain,Spain LIGA BBVA,2011/2012,2011-11-27 00:00:00,2.9,3.25,2.4
Spain,Spain LIGA BBVA,2011/2012,2011-11-26 00:00:00,3.4,3.4,2.1
Spain,Spain LIGA BBVA,2011/2012,2011-11-26 00:00:00,13.0,6.5,1.2
Spain,Spain LIGA BBVA,2011/2012,2011-12-04 00:00:00,1.57,4.0,5.5
Spain,Spain LIGA BBVA,2011/2012,2011-12-03 00:00:00,2.75,3.2,2.6
Spain,Spain LIGA BBVA,2011/2012,2011-12-05 00:00:00,1.62,3.8,5.5
Spain,Spain LIGA BBVA,2011/2012,2011-12-03 00:00:00,1.5,4.0,7.0
Spain,Spain LIGA BBVA,2011/2012,2011-12-03 00:00:00,1.1,8.5,26.0
Spain,Spain LIGA BBVA,2011/2012,2011-12-04 00:00:00,2.1,3.25,3.6
Spain,Spain LIGA BBVA,2011/2012,2011-12-04 00:00:00,2.75,3.3,2.5
Spain,Spain LIGA BBVA,2011/2012,2011-12-03 00:00:00,13.0,6.0,1.22
Spain,Spain LIGA BBVA,2011/2012,2011-12-04 00:00:00,3.0,3.2,2.4
Spain,Spain LIGA BBVA,2011/2012,2011-12-04 00:00:00,2.1,3.25,3.5
Spain,Spain LIGA BBVA,2011/2012,2011-12-11 00:00:00,1.62,3.75,5.5
Spain,Spain LIGA BBVA,2011/2012,2011-12-11 00:00:00,2.1,3.25,3.6
Spain,Spain LIGA BBVA,2011/2012,2011-12-11 00:00:00,2.0,3.2,4.0
Spain,Spain LIGA BBVA,2011/2012,2011-12-11 00:00:00,1.8,3.5,4.5
Spain,Spain LIGA BBVA,2011/2012,2011-12-11 00:00:00,1.73,3.5,5.0
Spain,Spain LIGA BBVA,2011/2012,2011-12-11 00:00:00,2.8,3.25,2.5
Spain,Spain LIGA BBVA,2011/2012,2011-12-10 00:00:00,2.8,3.3,2.5
Spain,Spain LIGA BBVA,2011/2012,2011-12-10 00:00:00,3.2,3.25,2.25
Spain,Spain LIGA BBVA,2011/2012,2011-12-11 00:00:00,1.4,4.5,8.0
Spain,Spain LIGA BBVA,2011/2012,2011-12-10 00:00:00,2.4,3.5,2.8
Spain,Spain LIGA BBVA,2011/2012,2011-12-17 00:00:00,2.2,3.25,3.25
